0	100	3.63762229869	0.300185831847
0	200	3.62724784094	0.298775668355
0	300	3.57767751602	0.279718993382
0	400	3.62844648249	0.301835880255
0	500	3.53334454076	0.267542323377
0	600	3.53850335566	0.268940672444
1	100	3.53557060837	0.26819155447
1	200	3.52465505464	0.265237810422
1	300	3.62551790362	0.302124673636
1	400	3.59417211872	0.288748834604
1	500	3.61500996784	0.294434623957
1	600	3.57902863738	0.282045601749
2	100	3.54051410681	0.269552000345
2	200	3.60041308124	0.291726581604
2	300	3.50774223557	0.260849781929
2	400	3.51397390784	0.262503849462
2	500	3.579357388	0.284831331437
2	600	3.58731831024	0.289607345963
3	100	3.54617840877	0.273312408603
3	200	3.53814631303	0.271171872603
3	300	3.46958734181	0.251103830459
3	400	3.47777280426	0.253279813693
3	500	3.53154491549	0.271454709402
3	600	3.53079708378	0.271937314018
4	100	3.42580493016	0.240392517148
4	200	3.5174064217	0.272393262839
4	300	3.41495425296	0.237776074753
4	400	3.40750008159	0.23604062757
4	500	3.48076998463	0.258404489263
4	600	3.40220005048	0.234759075788
5	100	3.45677742002	0.251755956967
5	200	3.44463411234	0.249276284441
5	300	3.36596910281	0.226424396152
5	400	3.36337789962	0.225795092942
5	500	3.34407116765	0.221502260745
5	600	3.33483976517	0.219523308391
6	100	3.39675206275	0.237459794125
6	200	3.31425556865	0.215062819587
6	300	3.37941100537	0.234827180185
6	400	3.30143185561	0.212317880326
6	500	3.31355975346	0.215037667186
6	600	3.27063137945	0.205882696723
7	100	3.26341230236	0.204417355087
7	200	3.2750410323	0.206897997056
7	300	3.325267772	0.221579969102
7	400	3.30873820338	0.217993270976
7	500	3.22836072841	0.197354085677
7	600	3.21568561499	0.194879725567
8	100	3.19780122222	0.191446087026
8	200	3.27446485954	0.211280658654
8	300	3.24620798236	0.203237169587
8	400	3.20297786376	0.192572523224
8	500	3.16699298571	0.185640016567
8	600	3.16043885979	0.184420503508
9	100	3.22927332345	0.202789102449
9	200	3.22328053693	0.200602259437
9	300	3.21487064516	0.198816428048
9	400	3.12413265889	0.177816671004
9	500	3.11516954282	0.176277135975
9	600	3.16312584787	0.186503450273
