0	5000	3.40830466617	42.0858374132	0.0	0.0
0	10000	2.88473824008	69.0745261833	0.0	0.0
0	15000	2.70211580835	256.911183958	0.008	0.0
0	20000	2.32305426949	29.4334937675	0.018	0.0
0	25000	2.37723482355	71.6905803644	0.022	0.0
0	30000	2.37048593594	28.4759092977	0.019	0.0
0	35000	1.87548101624	13.3130390154	0.028	0.0
0	40000	1.97995611999	17.7963839911	0.029	0.0
0	45000	2.08922950149	21.0807131736	0.037	0.0
0	50000	1.96158801293	21.7921475755	0.034	0.0
0	55000	1.69119928386	13.8931704081	0.032	0.0
0	60000	1.74806564513	16.4884112225	0.036	0.0
0	65000	2.07097621171	18.5938252998	0.025	0.0
0	70000	1.89745734187	16.8943889293	0.03	0.0
0	75000	2.00268520584	18.8005030763	0.021	0.0
0	80000	1.91711838546	16.0375413927	0.03	0.0
0	85000	1.94728670001	20.6724552966	0.032	0.0
0	90000	2.09026413321	18.5462471597	0.036	0.0
0	95000	1.78209215951	13.9387193667	0.035	0.0
0	100000	1.96706086737	27.5892695451	0.031	0.0
0	105000	2.17960391424	35.4527138712	0.037	0.0
0	110000	2.07569622729	42.2886352949	0.036	0.0
0	115000	2.06017114862	35.2249176947	0.042	0.0
0	120000	2.08759152886	24.1284880897	0.033	0.0
0	125000	2.16392836544	25.9994645611	0.035	0.0
0	130000	2.38955068839	40.5903619944	0.025	0.0
1	135000	2.31613514025	28.7342645901	0.035	0.0
1	140000	2.29042297437	30.9759707296	0.03	0.0
1	145000	2.28880988869	32.0873520121	0.027	0.0
1	150000	2.2544761693	30.1266086573	0.031	0.0
1	155000	2.34416804768	85.9697754255	0.027	0.0
1	160000	2.19406804764	58.8166852722	0.033	0.0
1	165000	2.02468409117	22.9940283347	0.027	0.0
1	170000	2.06845691373	21.6039261172	0.028	0.0
1	175000	2.19689054307	29.6678949341	0.032	0.0
1	180000	2.5737744604	46.8707661259	0.028	0.0
1	185000	2.05670868393	27.1201114908	0.037	0.0
1	190000	2.25244688634	34.5271993985	0.04	0.0
1	195000	2.71671041714	65.4363960345	0.033	0.0
1	200000	2.58247258342	38.6325972275	0.031	0.0
1	205000	2.55868154274	37.8392689678	0.03	0.0
1	210000	2.50249862333	45.2274382118	0.027	0.0
1	215000	2.5074541058	38.4867820484	0.037	0.0
1	220000	2.66248294436	41.8804472844	0.033	0.0
1	225000	2.47104009731	34.1138341797	0.037	0.0
1	230000	2.11653629221	23.9076942124	0.034	0.0
1	235000	2.1748586615	27.6824232216	0.033	0.0
1	240000	2.2792759581	29.4233569102	0.04	0.0
1	245000	2.22558165506	51.026677789	0.033	0.0
1	250000	2.11883576141	23.709157209	0.04	0.0
1	255000	2.17427305776	31.7424504596	0.036	0.0
1	260000	2.19345088602	27.4043483194	0.037	0.0
1	265000	2.33107833367	36.303355015	0.039	0.0
2	270000	2.27272990772	38.755322716	0.03	0.0
2	275000	2.10576556817	25.2847153324	0.035	0.0
2	280000	2.18439859308	28.0732087284	0.038	0.0
2	285000	2.40934682532	70.0759789237	0.037	0.0
2	290000	2.25088577789	55.9845965802	0.044	0.0
2	295000	2.09916941341	66.1037390983	0.032	0.0
2	300000	2.30296141465	38.1821295886	0.039	0.0
2	305000	2.18734824177	36.4385363648	0.03	0.0
2	310000	1.98199377446	64.9746865504	0.037	0.0
2	315000	1.9502548523	50.3682694782	0.028	0.0
2	320000	2.20529095686	41.8079144206	0.038	0.0
2	325000	2.13147157831	27.6250368955	0.033	0.0
2	330000	2.24941551055	51.9522740722	0.032	0.0
2	335000	2.09805336605	27.6162623584	0.041	0.0
2	340000	2.17744207471	43.4697904432	0.041	0.0
2	345000	2.09644310185	170.633059905	0.03	0.0
2	350000	2.29255339607	80.0619874351	0.04	0.0
2	355000	2.00566917014	29.3844873878	0.037	0.0
2	360000	1.86821160359	23.2761734565	0.031	0.0
2	365000	2.23957566073	33.581569183	0.036	0.0
2	370000	2.2097168678	47.5760457236	0.039	0.0
