0	5000	5.79513911828	376.726523524
0	10000	5.66777376735	329.997409496
0	15000	5.57254272403	303.951334349
0	20000	5.50789070989	284.792699444
0	25000	5.44777850286	269.780191495
0	30000	5.39512615788	256.317975629
0	35000	5.36606985265	251.310084839
0	40000	5.3401326951	243.298382956
0	45000	5.31120451058	238.285812355
0	50000	5.28478429733	232.256626389
0	55000	5.27405038179	230.387172895
0	60000	5.25780199843	224.650354715
0	65000	5.23795789453	221.953920497
0	70000	5.22101538702	218.244984342
0	75000	5.21432792362	216.613385876
0	80000	5.19042522045	210.679314479
0	85000	5.19923450452	214.777610371
1	90000	5.18124989424	209.927763529
1	95000	5.161231679	204.010054188
1	100000	5.15773794293	204.993752013
1	105000	5.14491546117	202.158324282
1	110000	5.13847709791	200.307639632
1	115000	5.13673622208	199.899541604
1	120000	5.12970180526	199.694452062
1	125000	5.11201133952	195.026198516
1	130000	5.10338500256	193.86281076
1	135000	5.10781901985	194.689755571
1	140000	5.09536561576	192.277973031
1	145000	5.08902224188	191.322496966
1	150000	5.08622840346	190.160645712
