0	5000	5.85370672965	399.837164875
0	10000	5.72490568325	349.664327373
0	15000	5.64472939586	326.809874328
0	20000	5.56885356721	303.83758853
0	25000	5.50990458443	286.885672174
0	30000	5.46680479588	275.836060697
0	35000	5.43180242737	267.187323285
0	40000	5.39410652304	257.257348509
0	45000	5.36692209565	252.49923526
0	50000	5.34236601448	246.093224236
0	55000	5.31250413467	238.970693987
0	60000	5.29734977569	235.018046156
0	65000	5.27207198455	229.682896411
0	70000	5.26028179398	226.926711884
0	75000	5.24330057415	223.19359148
0	80000	5.22377147632	217.444370937
0	85000	5.22120853835	218.677288624
1	90000	5.20057349872	213.844590545
1	95000	5.19266081555	211.30867858
1	100000	5.18123595255	209.030268131
1	105000	5.17132842547	206.839843265
1	110000	5.15904406008	204.496035638
1	115000	5.15005392277	203.931229695
1	120000	5.14596969192	201.887702951
1	125000	5.13964490297	202.497831055
1	130000	5.13202908926	199.429312493
1	135000	5.13363652203	200.649924858
1	140000	5.12592478163	197.179076186
1	145000	5.10951508381	194.974924748
1	150000	5.11114067103	195.631132663
1	155000	5.11135377224	197.036797388
1	160000	5.09201881003	190.807041303
1	165000	5.0851466006	190.990382675
1	170000	5.08413002174	191.568905652
1	175000	5.0761440745	188.074183494
2	180000	5.07291010437	188.819448169
2	185000	5.07489093133	188.944480681
2	190000	5.07032237075	187.212780561
